symbol,period,year,quarter,actual,estimate,surprise,surprisePercent
HBAN,2019-09-30,2019,3,0.34,0.3388,0.0012,0.3542
HBAN,2019-06-30,2019,2,0.33,0.3266,0.0034,1.041
HBAN,2019-03-31,2019,1,0.32,0.3229,-0.0029,-0.8981
HBAN,2018-12-31,2018,4,0.29,0.3319,-0.0419,-12.6243
HBAN,2018-09-30,2018,3,0.33,0.3233,0.0067,2.0724
HBAN,2018-06-30,2018,2,0.3,0.2982,0.0018,0.6036
HBAN,2018-03-31,2018,1,0.28,0.2859,-0.0059,-2.0637
HBAN,2017-12-31,2017,4,0.26,0.2674,-0.0074,-2.7674
HBAN,2017-09-30,2017,3,0.23,0.2565,-0.0265,-10.3314
HBAN,2017-06-30,2017,2,0.23,0.2367,-0.0067,-2.8306
HBAN,2017-03-31,2017,1,0.17,0.2158,-0.0458,-21.2234
HBAN,2016-12-31,2016,4,0.18,0.2205,-0.0405,-18.3673
HBAN,2016-09-30,2016,3,0.11,0.216,-0.106,-49.0741
HBAN,2016-06-30,2016,2,0.19,0.2132,-0.0232,-10.8818
HBAN,2016-03-31,2016,1,0.2,0.2051,-0.0051,-2.4866
HBAN,2015-12-31,2015,4,0.21,0.218,-0.008,-3.6697
HBAN,2015-09-30,2015,3,0.18,0.2115,-0.0315,-14.8936
IBM,2024-12-31,2024,4,3.92,3.7841,0.1359,3.5913
IBM,2024-09-30,2024,3,2.3,2.2489,0.0511,2.2722
IBM,2024-06-30,2024,2,2.43,2.2184,0.2116,9.5384
IBM,2024-03-31,2024,1,1.68,1.6145,0.0655,4.057
IBM,2023-12-31,2023,4,3.87,3.816,0.054,1.4151
IBM,2023-09-30,2023,3,2.2,2.1467,0.0533,2.4829
IBM,2023-06-30,2023,2,2.18,2.0289,0.1511,7.4474
IBM,2023-03-31,2023,1,1.36,1.2707,0.0893,7.0276
IBM,2022-12-31,2022,4,3.6,3.6336,-0.0336,-0.9247
IBM,2022-09-30,2022,3,1.81,1.7917,0.0183,1.0214
IBM,2022-06-30,2022,2,2.31,2.2954,0.0146,0.6361
IBM,2022-03-31,2022,1,1.4,1.3962,0.0038,0.2722
IBM,2021-12-31,2021,4,3.35,3.3316,0.0184,0.5523
IBM,2021-09-30,2021,3,2.52,2.5243,-0.0043,-0.1703
IBM,2021-06-30,2021,2,2.33,2.3118,0.0182,0.7873
IBM,2021-03-31,2021,1,1.77,1.6481,0.1219,7.3964
IBM,2020-12-31,2020,4,2.07,1.8094,0.2606,14.4026
IBM,2020-09-30,2020,3,2.58,2.6061,-0.0261,-1.0015
IBM,2020-06-30,2020,2,2.18,2.0955,0.0845,4.0325
IBM,2020-03-31,2020,1,1.84,1.8131,0.0269,1.4836
IBM,2019-12-31,2019,4,4.71,4.7319,-0.0219,-0.4628
IBM,2019-09-30,2019,3,2.68,2.6931,-0.0131,-0.4864
IBM,2019-06-30,2019,2,3.17,3.0996,0.0704,2.2713
IBM,2019-03-31,2019,1,2.25,2.2426,0.0074,0.33
IBM,2018-12-31,2018,4,4.87,4.8652,0.0048,0.0987
IBM,2018-09-30,2018,3,3.42,3.4307,-0.0107,-0.3119
IBM,2018-06-30,2018,2,3.08,3.0725,0.0075,0.2441
IBM,2018-03-31,2018,1,2.45,2.4407,0.0093,0.381
IBM,2017-12-31,2017,4,5.18,5.2261,-0.0461,-0.8821
IBM,2017-09-30,2017,3,3.3,3.3089,-0.0089,-0.269
IBM,2017-06-30,2017,2,2.79,2.7692,0.0208,0.7511
IBM,2017-03-31,2017,1,2.38,2.3735,0.0065,0.2739
IBM,2016-12-31,2016,4,5.01,4.9283,0.0817,1.6578
IBM,2016-09-30,2016,3,3.29,3.2663,0.0237,0.7256
IBM,2016-06-30,2016,2,2.95,2.9145,0.0355,1.218
IBM,2016-03-31,2016,1,2.35,2.1147,0.2353,11.1269
IBM,2015-12-31,2015,4,4.84,4.8595,-0.0195,-0.4013
IBM,2015-09-30,2015,3,3.34,3.3355,0.0045,0.1349
INTC,2024-12-31,2024,4,0.13,0.1264,0.0036,2.8481
INTC,2024-09-30,2024,3,0.17,-0.021,0.191,909.5238
INTC,2024-06-30,2024,2,0.02,0.1028,-0.0828,-80.5447
INTC,2024-03-31,2024,1,0.18,0.1388,0.0412,29.683
INTC,2023-12-31,2023,4,0.54,0.4578,0.0822,17.9554
INTC,2023-09-30,2023,3,0.41,0.2229,0.1871,83.939
INTC,2023-06-30,2023,2,0.13,-0.0347,0.1647,474.6398
INTC,2023-03-31,2023,1,-0.04,-0.1547,0.1147,74.1435
INTC,2022-12-31,2022,4,0.1,0.2069,-0.1069,-51.6675
INTC,2022-09-30,2022,3,0.59,0.3312,0.2588,78.1401
INTC,2022-06-30,2022,2,0.29,0.7094,-0.4194,-59.1204
INTC,2022-03-31,2022,1,0.87,0.8216,0.0484,5.8909
INTC,2021-12-31,2021,4,1.09,0.9237,0.1663,18.0037
INTC,2021-09-30,2021,3,1.71,1.1292,0.5808,51.4346
INTC,2021-06-30,2021,2,1.28,1.0835,0.1965,18.1357
INTC,2021-03-31,2021,1,1.39,1.1753,0.2147,18.2677
INTC,2020-12-31,2020,4,1.52,1.1243,0.3957,35.1952
INTC,2020-09-30,2020,3,1.11,1.1288,-0.0188,-1.6655
INTC,2020-06-30,2020,2,1.23,1.133,0.097,8.5613
INTC,2020-03-31,2020,1,1.45,1.3038,0.1462,11.2134
INTC,2019-12-31,2019,4,1.52,1.2752,0.2448,19.197
INTC,2019-09-30,2019,3,1.42,1.2643,0.1557,12.3151
INTC,2019-06-30,2019,2,1.06,0.9118,0.1482,16.2536
INTC,2019-03-31,2019,1,0.89,0.886,0.004,0.4515
INTC,2018-12-31,2018,4,1.28,1.2479,0.0321,2.5723
INTC,2018-09-30,2018,3,1.4,1.1748,0.2252,19.1692
INTC,2018-06-30,2018,2,1.04,0.9779,0.0621,6.3503
INTC,2018-03-31,2018,1,0.87,0.7332,0.1368,18.6579
INTC,2017-12-31,2017,4,1.08,0.8821,0.1979,22.4351
INTC,2017-09-30,2017,3,1.01,0.8194,0.1906,23.2609
INTC,2017-06-30,2017,2,0.72,0.6934,0.0266,3.8362
INTC,2017-03-31,2017,1,0.66,0.6615,-0.0015,-0.2268
INTC,2016-12-31,2016,4,0.79,0.7597,0.0303,3.9884
INTC,2016-09-30,2016,3,0.8,0.7408,0.0592,7.9914
INTC,2016-06-30,2016,2,0.59,0.5421,0.0479,8.836
INTC,2016-03-31,2016,1,0.54,0.4829,0.0571,11.8244
INTC,2015-12-31,2015,4,0.74,0.6454,0.0946,14.6576
INTC,2015-09-30,2015,3,0.64,0.5982,0.0418,6.9876
INTU,2024-09-30,2024,4,1.99,1.8816,0.1084,5.7611
INTU,2024-06-30,2024,3,9.88,9.554,0.326,3.4122
INTU,2024-03-31,2024,2,2.63,2.3458,0.2842,12.1153
INTU,2023-12-31,2024,1,2.47,2.018,0.452,22.3984
INTU,2023-09-30,2023,4,1.65,1.4642,0.1858,12.6895
INTU,2023-06-30,2023,3,8.92,8.6504,0.2696,3.1166
INTU,2023-03-31,2023,2,2.2,1.4676,0.7324,49.9046
INTU,2022-12-31,2023,1,1.66,1.2483,0.4117,32.9809
INTU,2022-09-30,2022,4,1.1,1.002,0.098,9.7804
INTU,2022-06-30,2022,3,7.65,7.7298,-0.0798,-1.0324
INTU,2022-03-31,2022,2,1.55,1.8888,-0.3388,-17.9373
INTU,2021-12-31,2022,1,1.53,0.9923,0.5377,54.1872
INTU,2021-09-30,2021,4,1.97,1.624,0.346,21.3054
INTU,2021-06-30,2021,3,6.07,6.6022,-0.5322,-8.0609
INTU,2021-03-31,2021,2,0.68,0.9251,-0.2451,-26.4944
INTU,2020-12-31,2021,1,0.94,0.3816,0.5584,146.3312
INTU,2020-09-30,2020,4,1.81,1.0721,0.7379,68.8275
INTU,2020-06-30,2020,3,4.49,4.6915,-0.2015,-4.295
INTU,2020-03-31,2020,2,1.16,1.0433,0.1167,11.1857
INTU,2019-12-31,2020,1,0.41,0.2553,0.1547,60.5954
INTU,2019-09-30,2019,4,-0.09,-0.1482,0.0582,39.2713
INTU,2019-06-30,2019,3,5.55,5.5098,0.0402,0.7296
INTU,2019-03-31,2019,2,1,0.8819,0.1181,13.3915
INTU,2018-12-31,2019,1,0.29,0.1138,0.1762,154.833
INTU,2018-09-30,2018,4,0.32,0.2348,0.0852,36.2862
INTU,2018-06-30,2018,3,4.82,4.7695,0.0505,1.0588
INTU,2018-03-31,2018,2,0.35,0.3468,0.0032,0.9227
INTU,2017-12-31,2018,1,0.11,0.0462,0.0638,138.0952
INTU,2017-09-30,2017,4,0.2,0.1712,0.0288,16.8224
INTU,2017-06-30,2017,3,3.9,3.9508,-0.0508,-1.2858
INTU,2017-03-31,2017,2,0.26,0.2519,0.0081,3.2156
INTU,2016-12-31,2017,1,0.06,0.0305,0.0295,96.7213
INTU,2016-09-30,2016,4,0.08,-0.0185,0.0985,532.4324
INTU,2016-06-30,2016,3,3.43,3.275,0.155,4.7328
INTU,2016-03-31,2016,2,0.25,0.195,0.055,28.2051
INTU,2015-12-31,2016,1,0.09,-0.0374,0.1274,340.6417
INTU,2015-09-30,2015,4,-0.05,-0.117,0.067,57.265
IVZ,2024-12-31,2024,4,0.52,0.4771,0.0429,8.9918
IVZ,2024-09-30,2024,3,0.44,0.4315,0.0085,1.9699
IVZ,2024-06-30,2024,2,0.43,0.3999,0.0301,7.5269
IVZ,2024-03-31,2024,1,0.33,0.4036,-0.0736,-18.2359
IVZ,2023-12-31,2023,4,0.47,0.4041,0.0659,16.3078
IVZ,2023-09-30,2023,3,0.35,0.3586,-0.0086,-2.3982
IVZ,2023-06-30,2023,2,0.31,0.3986,-0.0886,-22.2278
IVZ,2023-03-31,2023,1,0.38,0.3687,0.0113,3.0648
IVZ,2022-12-31,2022,4,0.39,0.3661,0.0239,6.5283
IVZ,2022-09-30,2022,3,0.34,0.4161,-0.0761,-18.2889
IVZ,2022-06-30,2022,2,0.39,0.5207,-0.1307,-25.1008
IVZ,2022-03-31,2022,1,0.56,0.6289,-0.0689,-10.9556
IVZ,2021-12-31,2021,4,0.86,0.767,0.093,12.1252
IVZ,2021-09-30,2021,3,0.77,0.7379,0.0321,4.3502
IVZ,2021-06-30,2021,2,0.78,0.711,0.069,9.7046
IVZ,2021-03-31,2021,1,0.68,0.6231,0.0569,9.1318
IVZ,2020-12-31,2020,4,0.72,0.5791,0.1409,24.3309
IVZ,2020-09-30,2020,3,0.53,0.4817,0.0483,10.027
IVZ,2020-06-30,2020,2,0.35,0.4421,-0.0921,-20.8324
IVZ,2020-03-31,2020,1,0.34,0.5258,-0.1858,-35.3366
IVZ,2019-12-31,2019,4,0.64,0.7068,-0.0668,-9.451
IVZ,2019-09-30,2019,3,0.7,0.5801,0.1199,20.6689
IVZ,2019-06-30,2019,2,0.65,0.5981,0.0519,8.6775
IVZ,2019-03-31,2019,1,0.56,0.5363,0.0237,4.4192
IVZ,2018-12-31,2018,4,0.44,0.5393,-0.0993,-18.4128
IVZ,2018-09-30,2018,3,0.66,0.6705,-0.0105,-1.566
IVZ,2018-06-30,2018,2,0.66,0.6675,-0.0075,-1.1236
IVZ,2018-03-31,2018,1,0.67,0.6708,-0.0008,-0.1193
IVZ,2017-12-31,2017,4,0.73,0.703,0.027,3.8407
IVZ,2017-09-30,2017,3,0.71,0.6632,0.0468,7.0567
IVZ,2017-06-30,2017,2,0.64,0.618,0.022,3.5599
IVZ,2017-03-31,2017,1,0.61,0.5647,0.0453,8.022
IVZ,2016-12-31,2016,4,0.59,0.5844,0.0056,0.9582
IVZ,2016-09-30,2016,3,0.6,0.6114,-0.0114,-1.8646
IVZ,2016-06-30,2016,2,0.56,0.5484,0.0116,2.1152
IVZ,2016-03-31,2016,1,0.49,0.5448,-0.0548,-10.0587
IVZ,2015-12-31,2015,4,0.58,0.609,-0.029,-4.7619
IVZ,2015-09-30,2015,3,0.61,0.6257,-0.0157,-2.5092
JBL,2024-09-30,2024,4,2.3,2.2422,0.0578,2.5778
JBL,2024-06-30,2024,3,1.89,1.8698,0.0202,1.0803
JBL,2024-03-31,2024,2,1.68,1.6731,0.0069,0.4124
JBL,2023-12-31,2024,1,2.6,2.6024,-0.0024,-0.0922
JBL,2023-09-30,2023,4,2.45,2.3421,0.1079,4.607
JBL,2023-06-30,2023,3,1.99,1.8932,0.0968,5.113
JBL,2023-03-31,2023,2,1.88,1.8642,0.0158,0.8475
JBL,2022-12-31,2023,1,2.31,2.2582,0.0518,2.2939
JBL,2022-09-30,2022,4,2.34,2.1646,0.1754,8.1031
JBL,2022-06-30,2022,3,1.72,1.6368,0.0832,5.0831
JBL,2022-03-31,2022,2,1.68,1.4856,0.1944,13.0856
JBL,2021-12-31,2022,1,1.92,1.8166,0.1034,5.692
JBL,2021-09-30,2021,4,1.44,1.3978,0.0422,3.019
JBL,2021-06-30,2021,3,1.3,1.0494,0.2506,23.8803
JBL,2021-03-31,2021,2,1.27,0.9574,0.3126,32.6509
JBL,2020-12-31,2021,1,1.6,1.2809,0.3191,24.9122
JBL,2020-09-30,2020,4,0.98,0.6692,0.3108,46.4435
JBL,2020-06-30,2020,3,0.37,0.3271,0.0429,13.1153
JBL,2020-03-31,2020,2,0.5,0.6494,-0.1494,-23.0059
JBL,2019-12-31,2020,1,1.05,0.9535,0.0965,10.1206
JBL,2019-09-30,2019,4,0.88,0.8738,0.0062,0.7095
JBL,2019-06-30,2019,3,0.57,0.5789,-0.0089,-1.5374
JBL,2019-03-31,2019,2,0.64,0.6156,0.0244,3.9636
JBL,2018-12-31,2019,1,0.9,0.8874,0.0126,1.4199
JBL,2018-09-30,2018,4,0.7,0.6892,0.0108,1.567
JBL,2018-06-30,2018,3,0.46,0.4554,0.0046,1.0101
JBL,2018-03-31,2018,2,0.66,0.623,0.037,5.939
JBL,2017-12-31,2018,1,0.8,0.7951,0.0049,0.6163
JBL,2017-09-30,2017,4,0.64,0.6193,0.0207,3.3425
JBL,2017-06-30,2017,3,0.31,0.2919,0.0181,6.2008
JBL,2017-03-31,2017,2,0.48,0.4686,0.0114,2.4328
JBL,2016-12-31,2017,1,0.69,0.6482,0.0418,6.4486
JBL,2016-09-30,2016,4,0.28,0.2516,0.0284,11.2878
JBL,2016-06-30,2016,3,0.17,0.157,0.013,8.2803
JBL,2016-03-31,2016,2,0.57,0.602,-0.032,-5.3156
JBL,2015-12-31,2016,1,0.85,0.808,0.042,5.198
JBL,2015-09-30,2015,4,0.53,0.4554,0.0746,16.3812
JPM,2024-12-31,2024,4,4.81,4.1495,0.6605,15.9176
JPM,2024-09-30,2024,3,4.37,4.0484,0.3216,7.9439
JPM,2024-06-30,2024,2,4.26,4.2288,0.0312,0.7378
JPM,2024-03-31,2024,1,4.44,4.1554,0.2846,6.8489
JPM,2023-12-31,2023,4,3.04,3.3556,-0.3156,-9.4052
JPM,2023-09-30,2023,3,4.5,3.997,0.503,12.5844
JPM,2023-06-30,2023,2,4.98,4.0353,0.9447,23.4109
JPM,2023-03-31,2023,1,4.32,3.4454,0.8746,25.3846
JPM,2022-12-31,2022,4,3.56,3.096,0.464,14.9871
JPM,2022-09-30,2022,3,3.36,2.9115,0.4485,15.4044
JPM,2022-06-30,2022,2,2.76,2.9114,-0.1514,-5.2002
JPM,2022-03-31,2022,1,2.76,2.7151,0.0449,1.6537
JPM,2021-12-31,2021,4,3.33,3.0417,0.2883,9.4783
JPM,2021-09-30,2021,3,3.74,3.0264,0.7136,23.5792
JPM,2021-06-30,2021,2,3.78,3.2373,0.5427,16.764
JPM,2021-03-31,2021,1,4.59,3.1278,1.4622,46.7485
JPM,2020-12-31,2020,4,3.79,2.6498,1.1402,43.0297
JPM,2020-09-30,2020,3,2.92,2.2481,0.6719,29.8875
JPM,2020-06-30,2020,2,1.38,1.0518,0.3282,31.2037
JPM,2020-03-31,2020,1,0.78,1.8602,-1.0802,-58.069
JPM,2019-12-31,2019,4,2.57,2.3744,0.1956,8.2379
JPM,2019-09-30,2019,3,2.68,2.4754,0.2046,8.2653
JPM,2019-06-30,2019,2,2.51,2.5222,-0.0122,-0.4837
JPM,2019-03-31,2019,1,2.65,2.3762,0.2738,11.5226
JPM,2018-12-31,2018,4,1.98,2.2224,-0.2424,-10.9071
JPM,2018-09-30,2018,3,2.34,2.2747,0.0653,2.8707
JPM,2018-06-30,2018,2,2.29,2.2393,0.0507,2.2641
JPM,2018-03-31,2018,1,2.26,2.3043,-0.0443,-1.9225
JPM,2017-12-31,2017,4,1.76,1.708,0.052,3.0445
JPM,2017-09-30,2017,3,1.76,1.6691,0.0909,5.446
JPM,2017-06-30,2017,2,1.71,1.5989,0.1111,6.9485
JPM,2017-03-31,2017,1,1.65,1.5343,0.1157,7.5409
JPM,2016-12-31,2016,4,1.58,1.4503,0.1297,8.943
JPM,2016-09-30,2016,3,1.58,1.4044,0.1756,12.5036
JPM,2016-06-30,2016,2,1.55,1.4426,0.1074,7.4449
JPM,2016-03-31,2016,1,1.35,1.2692,0.0808,6.3662
JPM,2015-12-31,2015,4,1.32,1.2652,0.0548,4.3313
JPM,2015-09-30,2015,3,1.68,1.3836,0.2964,21.4224
JNPR,2024-12-31,2024,4,0.64,0.5934,0.0466,7.8531
JNPR,2024-09-30,2024,3,0.48,0.4487,0.0313,6.9757
JNPR,2024-06-30,2024,2,0.31,0.4473,-0.1373,-30.6953
JNPR,2024-03-31,2024,1,0.29,0.4076,-0.1176,-28.8518
JNPR,2023-12-31,2023,4,0.61,0.649,-0.039,-6.0092
JNPR,2023-09-30,2023,3,0.6,0.5579,0.0421,7.5462
JNPR,2023-06-30,2023,2,0.58,0.557,0.023,4.1293
JNPR,2023-03-31,2023,1,0.48,0.4409,0.0391,8.8682
JNPR,2022-12-31,2022,4,0.65,0.6596,-0.0096,-1.4554
JNPR,2022-09-30,2022,3,0.58,0.5105,0.0695,13.6141
JNPR,2022-06-30,2022,2,0.42,0.4549,-0.0349,-7.672
JNPR,2022-03-31,2022,1,0.31,0.3227,-0.0127,-3.9355
JNPR,2021-12-31,2021,4,0.56,0.5416,0.0184,3.3973
JNPR,2021-09-30,2021,3,0.46,0.4677,-0.0077,-1.6464
JNPR,2021-06-30,2021,2,0.43,0.3948,0.0352,8.9159
JNPR,2021-03-31,2021,1,0.3,0.258,0.042,16.2791
JNPR,2020-12-31,2020,4,0.55,0.5453,0.0047,0.8619
JNPR,2020-09-30,2020,3,0.43,0.4428,-0.0128,-2.8907
JNPR,2020-06-30,2020,2,0.35,0.3483,0.0017,0.4881
JNPR,2020-03-31,2020,1,0.23,0.2564,-0.0264,-10.2964
JNPR,2019-12-31,2019,4,0.58,0.5864,-0.0064,-1.0914
JNPR,2019-09-30,2019,3,0.48,0.4711,0.0089,1.8892
JNPR,2019-06-30,2019,2,0.4,0.4045,-0.0045,-1.1125
JNPR,2019-03-31,2019,1,0.26,0.2165,0.0435,20.0924
JNPR,2018-12-31,2018,4,0.59,0.5805,0.0095,1.6365
JNPR,2018-09-30,2018,3,0.54,0.4542,0.0858,18.8904
JNPR,2018-06-30,2018,2,0.48,0.4468,0.0332,7.4306
JNPR,2018-03-31,2018,1,0.28,0.2604,0.0196,7.5269
JNPR,2017-12-31,2017,4,0.53,0.5293,0.0007,0.1323
JNPR,2017-09-30,2017,3,0.55,0.5574,-0.0074,-1.3276
JNPR,2017-06-30,2017,2,0.57,0.554,0.016,2.8881
JNPR,2017-03-31,2017,1,0.46,0.4306,0.0294,6.8277
JNPR,2016-12-31,2016,4,0.66,0.6443,0.0157,2.4368
JNPR,2016-09-30,2016,3,0.58,0.5275,0.0525,9.9526
JNPR,2016-06-30,2016,2,0.5,0.4794,0.0206,4.297
JNPR,2016-03-31,2016,1,0.37,0.3921,-0.0221,-5.6363
JNPR,2015-12-31,2015,4,0.63,0.6065,0.0235,3.8747
JNPR,2015-09-30,2015,3,0.57,0.5426,0.0274,5.0498
JNPR,2015-06-30,2015,2,0.53,0.4117,0.1183,28.7345
KEY,2024-12-31,2024,4,0.38,0.3287,0.0513,15.6069
KEY,2024-09-30,2024,3,0.3,0.148,0.152,102.7027
KEY,2024-06-30,2024,2,0.25,0.2445,0.0055,2.2495
KEY,2024-03-31,2024,1,0.22,0.2263,-0.0063,-2.7839
KEY,2023-12-31,2023,4,0.25,0.2333,0.0167,7.1582
KEY,2023-09-30,2023,3,0.29,0.2747,0.0153,5.5697
KEY,2023-06-30,2023,2,0.27,0.3126,-0.0426,-13.6276
KEY,2023-03-31,2023,1,0.3,0.4406,-0.1406,-31.911
KEY,2022-12-31,2022,4,0.38,0.5503,-0.1703,-30.9468
KEY,2022-09-30,2022,3,0.55,0.5875,-0.0375,-6.383
KEY,2022-06-30,2022,2,0.54,0.5252,0.0148,2.818
KEY,2022-03-31,2022,1,0.45,0.494,-0.044,-8.9069
KEY,2021-12-31,2021,4,0.64,0.5727,0.0673,11.7514
KEY,2021-09-30,2021,3,0.66,0.5745,0.0855,14.8825
KEY,2021-06-30,2021,2,0.73,0.5431,0.1869,34.4136
KEY,2021-03-31,2021,1,0.61,0.4836,0.1264,26.1373
KEY,2020-12-31,2020,4,0.57,0.4341,0.1359,31.3062
KEY,2020-09-30,2020,3,0.41,0.3705,0.0395,10.6613
KEY,2020-06-30,2020,2,0.17,0.0829,0.0871,105.0663
KEY,2020-03-31,2020,1,0.12,0.1702,-0.0502,-29.4947
KEY,2019-12-31,2019,4,0.48,0.4875,-0.0075,-1.5385
KEY,2019-09-30,2019,3,0.48,0.4646,0.0154,3.3147
KEY,2019-06-30,2019,2,0.4,0.4436,-0.0436,-9.8287
KEY,2019-03-31,2019,1,0.4,0.416,-0.016,-3.8462
KEY,2018-12-31,2018,4,0.48,0.4774,0.0026,0.5446
KEY,2018-09-30,2018,3,0.45,0.4496,0.0004,0.089
KEY,2018-06-30,2018,2,0.44,0.4204,0.0196,4.6622
KEY,2018-03-31,2018,1,0.38,0.3838,-0.0038,-0.9901
KEY,2017-12-31,2017,4,0.33,0.3598,-0.0298,-8.2824
KEY,2017-09-30,2017,3,0.32,0.3545,-0.0345,-9.732
KEY,2017-06-30,2017,2,0.34,0.3379,0.0021,0.6215
KEY,2017-03-31,2017,1,0.32,0.2837,0.0363,12.7952
KEY,2016-12-31,2016,4,0.31,0.2936,0.0164,5.5858
KEY,2016-09-30,2016,3,0.3,0.2652,0.0348,13.1222
KEY,2016-06-30,2016,2,0.27,0.2764,-0.0064,-2.3155
KEY,2016-03-31,2016,1,0.24,0.2547,-0.0147,-5.7715
KEY,2015-12-31,2015,4,0.27,0.284,-0.014,-4.9296
KEY,2015-09-30,2015,3,0.26,0.2688,-0.0088,-3.2738
KKR,2024-12-31,2024,4,1.32,1.2901,0.0299,2.3176
KKR,2024-09-30,2024,3,1.38,1.2212,0.1588,13.0036
KKR,2024-06-30,2024,2,1.09,1.0782,0.0118,1.0944
KKR,2024-03-31,2024,1,0.97,0.966,0.004,0.4141
KKR,2023-12-31,2023,4,1,0.9239,0.0761,8.2368
KKR,2023-09-30,2023,3,0.88,0.8282,0.0518,6.2545
KKR,2023-06-30,2023,2,0.73,0.7199,0.0101,1.403
KKR,2023-03-31,2023,1,0.81,0.7433,0.0667,8.9735
KKR,2022-12-31,2022,4,0.92,0.8658,0.0542,6.2601
KKR,2022-09-30,2022,3,0.92,0.8629,0.0571,6.6172
KKR,2022-06-30,2022,2,0.95,0.9566,-0.0066,-0.6899
KKR,2022-03-31,2022,1,1.1,0.988,0.112,11.336
KKR,2021-12-31,2021,4,1.59,1.2202,0.3698,30.3065
KKR,2021-09-30,2021,3,1.05,0.9416,0.1084,11.5123
KKR,2021-06-30,2021,2,1.05,0.8496,0.2004,23.5876
KKR,2021-03-31,2021,1,0.75,0.6455,0.1045,16.189
KKR,2020-12-31,2020,4,0.49,0.4092,0.0808,19.7458
KKR,2020-09-30,2020,3,0.48,0.4059,0.0741,18.2557
KKR,2020-06-30,2020,2,0.39,0.3613,0.0287,7.9435
KKR,2020-03-31,2020,1,0.42,0.4199,0.0001,0.0238
KKR,2019-12-31,2019,4,0.44,0.4135,0.0265,6.4087
KKR,2019-09-30,2019,3,0.46,0.4239,0.0361,8.5162
KKR,2019-06-30,2019,2,0.39,0.3427,0.0473,13.8022
KKR,2019-03-31,2019,1,0.38,0.3702,0.0098,2.6472
KKR,2018-12-31,2018,4,0.55,0.4967,0.0533,10.7308
KKR,2018-09-30,2018,3,0.6,0.5737,0.0263,4.5843
KKR,2018-06-30,2018,2,0.49,0.4478,0.0422,9.4238
KKR,2018-03-31,2018,1,0.42,0.1093,0.3107,284.2635
KKR,2017-12-31,2017,4,0.48,0.5233,-0.0433,-8.2744
KKR,2017-09-30,2017,3,0.36,0.424,-0.064,-15.0943
KKR,2017-06-30,2017,2,0.89,0.68,0.21,30.8824
KKR,2017-03-31,2017,1,0.65,0.509,0.141,27.7014
KKR,2016-12-31,2016,4,0.4,0.4335,-0.0335,-7.7278
KKR,2016-09-30,2016,3,0.71,0.6604,0.0496,7.5106
KKR,2016-06-30,2016,2,0.23,0.0544,0.1756,322.7941
KKR,2016-03-31,2016,1,-0.65,-0.3552,-0.2948,-82.9955
KKR,2015-12-31,2015,4,0.08,0.2746,-0.1946,-70.8667
KKR,2015-09-30,2015,3,-0.37,-0.3046,-0.0654,-21.4708
KLAC,2024-06-30,2024,4,6.6,6.2693,0.3307,5.2749
KLAC,2024-03-31,2024,3,5.26,5.1134,0.1466,2.867
KLAC,2023-12-31,2024,2,6.16,6.0325,0.1275,2.1136
KLAC,2023-09-30,2024,1,5.74,5.5134,0.2266,4.11
KLAC,2023-06-30,2023,4,5.4,4.9512,0.4488,9.0645
KLAC,2023-03-31,2023,3,5.49,5.4305,0.0595,1.0957
KLAC,2022-12-31,2023,2,7.38,7.2384,0.1416,1.9562
KLAC,2022-09-30,2023,1,7.06,6.333,0.727,11.4796
KLAC,2022-06-30,2022,4,5.81,5.6145,0.1955,3.4821
KLAC,2022-03-31,2022,3,5.13,4.9209,0.2091,4.2492
KLAC,2021-12-31,2022,2,5.59,5.5578,0.0322,0.5794
KLAC,2021-09-30,2022,1,4.64,4.6071,0.0329,0.7141
KLAC,2021-06-30,2021,4,4.43,4.069,0.361,8.872
KLAC,2021-03-31,2021,3,3.85,3.6881,0.1619,4.3898
KLAC,2020-12-31,2021,2,3.24,3.2588,-0.0188,-0.5769
KLAC,2020-09-30,2021,1,3.03,2.829,0.201,7.105
KLAC,2020-06-30,2020,4,2.73,2.4629,0.2671,10.8449
KLAC,2020-03-31,2020,3,2.47,2.3269,0.1431,6.1498
KLAC,2019-12-31,2020,2,2.66,2.6363,0.0237,0.899
KLAC,2019-09-30,2020,1,2.48,2.2452,0.2348,10.4579
KLAC,2019-06-30,2019,4,1.78,1.7698,0.0102,0.5763
KLAC,2019-03-31,2019,3,1.8,1.7,0.1,5.8824
KLAC,2018-12-31,2019,2,2.44,2.2469,0.1931,8.5941
KLAC,2018-09-30,2019,1,2.46,2.2571,0.2029,8.9894
KLAC,2018-06-30,2018,4,2.22,2.18,0.04,1.8349
KLAC,2018-03-31,2018,3,2.02,2.0274,-0.0074,-0.365
KLAC,2017-12-31,2018,2,1.97,1.7687,0.2013,11.3812
KLAC,2017-09-30,2018,1,1.8,1.6711,0.1289,7.7135
KLAC,2017-06-30,2017,4,1.64,1.623,0.017,1.0474
KLAC,2017-03-31,2017,3,1.62,1.584,0.036,2.2727
KLAC,2016-12-31,2017,2,1.52,1.4219,0.0981,6.8992
KLAC,2016-09-30,2017,1,1.16,1.0533,0.1067,10.1301
KLAC,2016-06-30,2016,4,1.77,1.452,0.318,21.9008
KLAC,2016-03-31,2016,3,1.15,0.9995,0.1505,15.0575
KLAC,2015-12-31,2016,2,1.04,0.8729,0.1671,19.1431
