test_case,Ticker,Reported_Date,Actual_Label,Aggregated_Predicted_Label,Num_Models,Vote_Count_0,Vote_Count_1
AAPL_2015-09-30,AAPL,2015-09-30,0,0,1,1,0
AAPL_2016-06-30,AAPL,2016-06-30,1,0,1,1,0
AAPL_2017-03-31,AAPL,2017-03-31,1,0,3,3,0
AAPL_2017-06-30,AAPL,2017-06-30,1,0,1,1,0
AAPL_2017-09-30,AAPL,2017-09-30,1,0,1,1,0
AAPL_2018-03-31,AAPL,2018-03-31,1,0,4,4,0
AAPL_2018-06-30,AAPL,2018-06-30,1,0,2,2,0
AAPL_2018-09-30,AAPL,2018-09-30,0,0,3,3,0
AAPL_2019-06-30,AAPL,2019-06-30,1,0,4,4,0
AAPL_2020-03-31,AAPL,2020-03-31,1,1,1,0,1
AAPL_2020-06-30,AAPL,2020-06-30,1,0,3,2,1
AAPL_2020-09-30,AAPL,2020-09-30,0,0,4,3,1
AAPL_2020-12-31,AAPL,2020-12-31,0,0,2,2,0
AAPL_2021-03-31,AAPL,2021-03-31,0,0,3,3,0
AAPL_2021-06-30,AAPL,2021-06-30,0,0,4,4,0
AAPL_2021-12-31,AAPL,2021-12-31,0,0,1,1,0
AAPL_2023-03-31,AAPL,2023-03-31,0,0,2,1,1
AAPL_2023-12-31,AAPL,2023-12-31,0,0,2,2,0
ACGL_2016-12-31,ACGL,2016-12-31,0,0,5,5,0
ACGL_2019-03-31,ACGL,2019-03-31,1,0,2,2,0
ACGL_2022-03-31,ACGL,2022-03-31,1,0,3,3,0
ACGL_2022-09-30,ACGL,2022-09-30,1,0,3,3,0
ACGL_2022-12-31,ACGL,2022-12-31,1,0,2,2,0
ACGL_2023-03-31,ACGL,2023-03-31,0,0,2,2,0
ACGL_2023-06-30,ACGL,2023-06-30,0,0,2,2,0
ACGL_2023-09-30,ACGL,2023-09-30,0,0,4,4,0
ACGL_2023-12-31,ACGL,2023-12-31,1,0,1,1,0
ACN_2015-09-30,ACN,2015-09-30,0,0,3,3,0
ACN_2015-12-31,ACN,2015-12-31,0,0,3,3,0
ACN_2016-03-31,ACN,2016-03-31,0,0,1,1,0
ACN_2016-12-31,ACN,2016-12-31,0,0,2,2,0
ACN_2017-03-31,ACN,2017-03-31,0,0,5,5,0
ACN_2017-09-30,ACN,2017-09-30,0,0,3,3,0
ACN_2017-12-31,ACN,2017-12-31,1,0,1,1,0
ACN_2018-03-31,ACN,2018-03-31,0,0,3,3,0
ACN_2018-06-30,ACN,2018-06-30,0,0,3,3,0
ACN_2018-09-30,ACN,2018-09-30,0,0,1,1,0
ACN_2018-12-31,ACN,2018-12-31,0,0,3,3,0
ACN_2019-03-31,ACN,2019-03-31,0,0,2,2,0
ACN_2020-03-31,ACN,2020-03-31,1,0,1,1,0
ACN_2020-06-30,ACN,2020-06-30,0,0,2,2,0
ACN_2020-12-31,ACN,2020-12-31,0,0,1,1,0
ACN_2021-03-31,ACN,2021-03-31,0,0,2,2,0
ACN_2021-06-30,ACN,2021-06-30,0,0,2,2,0
ACN_2021-12-31,ACN,2021-12-31,0,0,5,5,0
ACN_2022-03-31,ACN,2022-03-31,0,0,2,2,0
ACN_2022-06-30,ACN,2022-06-30,0,0,1,1,0
ACN_2022-09-30,ACN,2022-09-30,0,1,2,1,1
ACN_2022-12-31,ACN,2022-12-31,0,1,2,1,1
ACN_2023-03-31,ACN,2023-03-31,1,0,2,2,0
ACN_2023-06-30,ACN,2023-06-30,0,0,2,2,0
ACN_2023-09-30,ACN,2023-09-30,0,0,3,3,0
ADBE_2015-12-31,ADBE,2015-12-31,0,0,5,5,0
ADBE_2016-03-31,ADBE,2016-03-31,0,0,2,2,0
ADBE_2016-06-30,ADBE,2016-06-30,0,0,3,3,0
ADBE_2016-09-30,ADBE,2016-09-30,0,0,4,4,0
ADBE_2016-12-31,ADBE,2016-12-31,0,0,2,2,0
ADBE_2017-03-31,ADBE,2017-03-31,1,0,3,3,0
ADBE_2017-06-30,ADBE,2017-06-30,0,0,2,2,0
ADBE_2017-09-30,ADBE,2017-09-30,1,0,3,3,0
ADBE_2017-12-31,ADBE,2017-12-31,1,0,1,1,0
ADBE_2018-03-31,ADBE,2018-03-31,1,0,1,1,0
ADBE_2018-06-30,ADBE,2018-06-30,0,0,1,1,0
ADBE_2018-09-30,ADBE,2018-09-30,0,0,2,2,0
ADBE_2019-03-31,ADBE,2019-03-31,0,0,4,4,0
ADBE_2019-06-30,ADBE,2019-06-30,0,0,1,1,0
ADBE_2019-09-30,ADBE,2019-09-30,1,0,2,2,0
ADBE_2020-06-30,ADBE,2020-06-30,0,0,1,1,0
ADBE_2020-09-30,ADBE,2020-09-30,0,0,4,4,0
ADBE_2020-12-31,ADBE,2020-12-31,0,0,1,1,0
ADBE_2021-03-31,ADBE,2021-03-31,0,0,4,4,0
ADBE_2021-06-30,ADBE,2021-06-30,0,0,2,2,0
ADBE_2021-09-30,ADBE,2021-09-30,0,0,1,1,0
ADBE_2022-12-31,ADBE,2022-12-31,0,1,1,0,1
ADBE_2023-03-31,ADBE,2023-03-31,0,0,3,3,0
ADBE_2023-06-30,ADBE,2023-06-30,0,0,2,2,0
ADBE_2023-09-30,ADBE,2023-09-30,1,1,2,1,1
ADBE_2023-12-31,ADBE,2023-12-31,0,1,1,0,1
ADI_2016-09-30,ADI,2016-09-30,1,0,1,1,0
ADI_2017-09-30,ADI,2017-09-30,0,0,6,6,0
ADI_2017-12-31,ADI,2017-12-31,0,0,1,1,0
ADI_2018-03-31,ADI,2018-03-31,1,0,3,2,1
ADI_2018-06-30,ADI,2018-06-30,0,0,4,3,1
ADI_2018-09-30,ADI,2018-09-30,1,0,4,4,0
ADI_2020-09-30,ADI,2020-09-30,1,0,6,6,0
ADI_2021-06-30,ADI,2021-06-30,0,0,3,3,0
ADI_2021-09-30,ADI,2021-09-30,0,0,3,3,0
ADI_2022-03-31,ADI,2022-03-31,1,0,4,4,0
ADI_2022-06-30,ADI,2022-06-30,0,0,2,2,0
ADI_2022-09-30,ADI,2022-09-30,1,0,3,2,1
ADI_2022-12-31,ADI,2022-12-31,1,1,2,1,1
ADI_2023-03-31,ADI,2023-03-31,0,0,1,1,0
ADI_2023-06-30,ADI,2023-06-30,0,0,2,2,0
ADSK_2017-12-31,ADSK,2017-12-31,0,0,1,1,0
ADSK_2018-03-31,ADSK,2018-03-31,1,0,2,2,0
ADSK_2018-12-31,ADSK,2018-12-31,1,1,1,0,1
ADSK_2021-06-30,ADSK,2021-06-30,0,0,1,1,0
ADSK_2021-12-31,ADSK,2021-12-31,0,0,1,1,0
ADSK_2022-03-31,ADSK,2022-03-31,1,0,3,3,0
ADSK_2022-06-30,ADSK,2022-06-30,0,0,1,1,0
ADSK_2022-09-30,ADSK,2022-09-30,0,0,4,4,0
ADSK_2023-03-31,ADSK,2023-03-31,0,0,1,1,0
ADSK_2023-09-30,ADSK,2023-09-30,0,0,3,3,0
ADSK_2023-12-31,ADSK,2023-12-31,0,0,2,2,0
AFL_2015-12-31,AFL,2015-12-31,0,0,4,4,0
AFL_2016-06-30,AFL,2016-06-30,0,0,5,4,1
AFL_2017-12-31,AFL,2017-12-31,1,0,2,2,0
AFL_2018-03-31,AFL,2018-03-31,0,0,1,1,0
AFL_2018-06-30,AFL,2018-06-30,0,0,2,2,0
AFL_2019-03-31,AFL,2019-03-31,1,0,3,3,0
AFL_2022-03-31,AFL,2022-03-31,0,0,1,1,0
AFL_2022-12-31,AFL,2022-12-31,0,0,1,1,0
AFL_2023-03-31,AFL,2023-03-31,0,0,1,1,0
AFL_2023-09-30,AFL,2023-09-30,0,0,1,1,0
AIG_2016-09-30,AIG,2016-09-30,0,0,2,2,0
AIG_2017-03-31,AIG,2017-03-31,0,0,4,4,0
AIG_2017-06-30,AIG,2017-06-30,0,0,2,2,0
AIG_2019-03-31,AIG,2019-03-31,1,0,1,1,0
AIG_2020-06-30,AIG,2020-06-30,0,0,1,1,0
AIG_2022-03-31,AIG,2022-03-31,0,0,2,1,1
AIG_2022-06-30,AIG,2022-06-30,0,0,1,1,0
AIG_2023-03-31,AIG,2023-03-31,0,0,1,1,0
AIG_2023-06-30,AIG,2023-06-30,0,0,1,1,0
AIG_2023-09-30,AIG,2023-09-30,0,0,3,3,0
AIG_2023-12-31,AIG,2023-12-31,0,0,1,1,0
AIZ_2015-09-30,AIZ,2015-09-30,1,0,3,2,1
AIZ_2022-03-31,AIZ,2022-03-31,0,0,3,2,1
AIZ_2022-12-31,AIZ,2022-12-31,0,0,1,1,0
AIZ_2023-06-30,AIZ,2023-06-30,1,0,3,3,0
AIZ_2023-09-30,AIZ,2023-09-30,0,0,1,1,0
AIZ_2023-12-31,AIZ,2023-12-31,0,1,3,1,2
AKAM_2015-09-30,AKAM,2015-09-30,0,0,3,2,1
AKAM_2017-06-30,AKAM,2017-06-30,0,0,4,4,0
AKAM_2017-12-31,AKAM,2017-12-31,1,0,2,2,0
AKAM_2018-03-31,AKAM,2018-03-31,1,0,2,2,0
AKAM_2018-06-30,AKAM,2018-06-30,0,1,1,0,1
AKAM_2019-03-31,AKAM,2019-03-31,0,0,3,3,0
AKAM_2023-03-31,AKAM,2023-03-31,1,0,3,3,0
AKAM_2023-06-30,AKAM,2023-06-30,1,0,2,2,0
AKAM_2023-12-31,AKAM,2023-12-31,0,0,1,1,0
ALL_2017-09-30,ALL,2017-09-30,1,0,3,3,0
ALL_2018-03-31,ALL,2018-03-31,0,0,2,2,0
ALL_2020-09-30,ALL,2020-09-30,1,1,2,1,1
ALL_2022-06-30,ALL,2022-06-30,0,0,3,3,0
ALL_2023-03-31,ALL,2023-03-31,0,0,3,3,0
ALL_2023-09-30,ALL,2023-09-30,0,0,1,1,0
AMAT_2016-06-30,AMAT,2016-06-30,1,0,3,2,1
AMAT_2016-09-30,AMAT,2016-09-30,1,0,4,2,2
AMAT_2017-06-30,AMAT,2017-06-30,0,0,2,2,0
AMAT_2017-09-30,AMAT,2017-09-30,0,0,2,2,0
AMAT_2017-12-31,AMAT,2017-12-31,1,0,3,3,0
AMAT_2018-03-31,AMAT,2018-03-31,0,1,3,1,2
AMAT_2018-06-30,AMAT,2018-06-30,0,0,1,1,0
AMAT_2018-09-30,AMAT,2018-09-30,1,1,1,0,1
AMAT_2019-03-31,AMAT,2019-03-31,0,0,3,2,1
AMAT_2020-09-30,AMAT,2020-09-30,1,0,1,1,0
AMAT_2020-12-31,AMAT,2020-12-31,1,0,2,2,0
AMAT_2021-03-31,AMAT,2021-03-31,0,1,1,0,1
AMAT_2021-06-30,AMAT,2021-06-30,0,0,3,3,0
AMAT_2021-09-30,AMAT,2021-09-30,1,0,1,1,0
AMAT_2022-09-30,AMAT,2022-09-30,1,1,2,1,1
AMAT_2022-12-31,AMAT,2022-12-31,0,1,3,1,2
AMAT_2023-06-30,AMAT,2023-06-30,0,0,1,1,0
AMAT_2023-09-30,AMAT,2023-09-30,1,1,4,0,4
AMAT_2023-12-31,AMAT,2023-12-31,1,0,3,3,0
AMD_2016-12-31,AMD,2016-12-31,1,1,1,0,1
AMD_2017-03-31,AMD,2017-03-31,0,0,1,1,0
AMD_2017-06-30,AMD,2017-06-30,0,0,1,1,0
AMD_2017-09-30,AMD,2017-09-30,0,0,3,3,0
AMD_2017-12-31,AMD,2017-12-31,0,0,3,3,0
AMD_2018-03-31,AMD,2018-03-31,1,0,2,2,0
AMD_2018-06-30,AMD,2018-06-30,1,1,3,1,2
AMD_2019-03-31,AMD,2019-03-31,0,0,2,2,0
AMD_2019-06-30,AMD,2019-06-30,0,0,3,3,0
AMD_2019-12-31,AMD,2019-12-31,1,0,2,2,0
AMD_2020-06-30,AMD,2020-06-30,1,0,1,1,0
AMD_2020-09-30,AMD,2020-09-30,0,1,1,0,1
AMD_2020-12-31,AMD,2020-12-31,0,1,2,1,1
AMD_2021-03-31,AMD,2021-03-31,0,0,1,1,0
AMD_2021-06-30,AMD,2021-06-30,1,0,3,3,0
AMD_2021-09-30,AMD,2021-09-30,1,1,1,0,1
AMD_2022-12-31,AMD,2022-12-31,0,1,1,0,1
AMD_2023-03-31,AMD,2023-03-31,1,1,1,0,1
AMD_2023-06-30,AMD,2023-06-30,0,1,1,0,1
AMD_2023-09-30,AMD,2023-09-30,1,1,2,0,2
AMD_2024-03-31,AMD,2024-03-31,0,0,1,1,0
AMZN_2015-09-30,AMZN,2015-09-30,1,0,3,3,0
AMZN_2016-06-30,AMZN,2016-06-30,0,0,3,3,0
AMZN_2016-12-31,AMZN,2016-12-31,0,0,1,1,0
AMZN_2017-03-31,AMZN,2017-03-31,1,0,5,5,0
AMZN_2017-09-30,AMZN,2017-09-30,1,0,3,3,0
AMZN_2017-12-31,AMZN,2017-12-31,1,0,1,1,0
AMZN_2018-03-31,AMZN,2018-03-31,0,0,2,2,0
AMZN_2018-06-30,AMZN,2018-06-30,0,0,3,3,0
AMZN_2018-09-30,AMZN,2018-09-30,0,0,2,2,0
AMZN_2018-12-31,AMZN,2018-12-31,0,0,2,2,0
AMZN_2019-03-31,AMZN,2019-03-31,0,0,1,1,0
AMZN_2020-06-30,AMZN,2020-06-30,0,1,1,0,1
AMZN_2020-12-31,AMZN,2020-12-31,0,0,3,3,0
AMZN_2021-03-31,AMZN,2021-03-31,0,0,2,2,0
AMZN_2021-06-30,AMZN,2021-06-30,0,0,2,2,0
AMZN_2021-12-31,AMZN,2021-12-31,1,0,2,2,0
AMZN_2022-12-31,AMZN,2022-12-31,0,0,2,2,0
AMZN_2023-03-31,AMZN,2023-03-31,1,0,3,3,0
AMZN_2023-06-30,AMZN,2023-06-30,1,0,1,1,0
AMZN_2023-09-30,AMZN,2023-09-30,1,0,2,1,1
AMZN_2023-12-31,AMZN,2023-12-31,1,0,1,1,0
AON_2021-06-30,AON,2021-06-30,1,0,1,1,0
AON_2021-09-30,AON,2021-09-30,0,0,2,2,0
AON_2022-06-30,AON,2022-06-30,0,0,3,3,0
AON_2023-09-30,AON,2023-09-30,0,0,1,1,0
APH_2017-12-31,APH,2017-12-31,0,0,1,1,0
APTV_2018-09-30,APTV,2018-09-30,0,0,2,2,0
APTV_2023-06-30,APTV,2023-06-30,0,0,3,3,0
APTV_2023-09-30,APTV,2023-09-30,0,0,1,1,0
APTV_2023-12-31,APTV,2023-12-31,0,0,1,1,0
AXP_2016-09-30,AXP,2016-09-30,1,0,3,3,0
AXP_2017-12-31,AXP,2017-12-31,0,0,3,3,0
AXP_2023-09-30,AXP,2023-09-30,1,0,1,1,0
BAC_2015-09-30,BAC,2015-09-30,1,0,2,2,0
BAC_2015-12-31,BAC,2015-12-31,0,0,2,2,0
BAC_2016-06-30,BAC,2016-06-30,1,0,1,1,0
BAC_2016-09-30,BAC,2016-09-30,1,0,3,2,1
BAC_2016-12-31,BAC,2016-12-31,1,0,2,2,0
BAC_2017-03-31,BAC,2017-03-31,0,0,1,1,0
BAC_2017-06-30,BAC,2017-06-30,0,0,2,2,0
BAC_2017-09-30,BAC,2017-09-30,0,0,2,2,0
